
1	354.279
2	354.261
3	354.254
4	354.246
5	354.237
6	354.227
7	354.216
8	354.204
9	354.19
10	354.175
11	354.159
12	354.14
13	354.12
14	354.097
15	354.071
16	354.043
17	354.011
18	353.976
19	353.937
20	353.894
21	353.845
22	353.792
23	353.732
24	353.666
25	353.592
26	353.509
27	353.418
28	353.316
29	353.202
30	353.076
31	352.935
32	352.777
33	352.602
34	352.407
35	352.188
36	351.944
37	351.672
38	351.368
39	351.027
40	350.645
41	350.273
42	350.891
43	349.509
44	350.02
45	348.553
46	348.908
47	347.33
48	347.478
49	345.751
50	345.624
51	346.536
52	346.572
53	345.021
54	344.781
55	343.102
56	342.461
57	340.607
58	339.419
59	337.367
60	335.901
61	333.276
62	330.306
63	327.874
64	323.283
65	319.728
66	314.277
67	313.417
68	307.543
69	296.926
70	288.491
71	278.033
72	259.989
73	235.104
74	195.588
75	133.443
76	97.5352
77	115.758
