
1	0.0555514	0.0555518	0.0555696	0.0555459	0.0555484	0.0555674	0.0555639	0.0555556	0.0555477	0.0555578	0.0555554	0.055565	0.055559	0.0555481	0.0555532	0.0555506	0.0555633	0.0555458	0.0555614	0.0555695	0.0555562	0.0555524	0.0555582	0.0555538	0.0555566	0.0555617	0.0555516	0.055553	0.0555461	0.0555481	0.0555467	0.0555579	0.0555691	0.0555486	0.0555484	0.0555609	0.0555568	0.0555504	0.0555535	0.0555455	0.0555684	0.0555617	0.0555659	0.0555653	0.0555498	0.0555608	0.0555485	0.0555549	0.0555499	0.0555606	0.0555516	0.0555623	0.0555571	0.0555371	0.0555552	0.0555654	0.0555533	0.055553	0.0555516	0.0555613	0.0555556	0.0555468	0.0555624	0.0555525	0.0555493	0.0555675	0.0555575	0.0555525	0.0555551	0.0555605	0.0555561	0.0555446	0.0555439	0.0555414	0.0555047	0.0556204	0.0555214	0.0555109	0.0555599	0.0554955	0.0555718	0.0555453	0.0555524	0.0555544	0.0556255	0.0555812	0.0555387	0.0555485	0.0555945	0.0555896	0.0555534	0.0555575	0.0555628	0.0555464	0.0555622	0.0555612	0.0555676	0.0555536	0.0555502	0.0555462	0.0555507	0.0555635	0.0555572	0.0555548	0.0555598	0.0555466	0.0555478	0.0555586	
2	0.0555499	0.0555555	0.0555687	0.0555457	0.0555495	0.0555663	0.0555617	0.0555566	0.0555471	0.055561	0.0555548	0.055564	0.055555	0.0555441	0.0555553	0.0555537	0.0555629	0.0555481	0.0555619	0.0555666	0.0555524	0.0555511	0.0555592	0.0555574	0.055556	0.0555638	0.0555531	0.0555556	0.0555466	0.0555495	0.0555443	0.0555609	0.0555641	0.0555472	0.0555478	0.0555627	0.0555537	0.0555541	0.0555534	0.0555459	0.0555654	0.0555591	0.0555627	0.0555648	0.0555556	0.0555627	0.0555457	0.055552	0.055549	0.0555615	0.0555495	0.055565	0.0555592	0.0555408	0.0555547	0.0555649	0.0555541	0.0555509	0.0555555	0.0555657	0.0555535	0.0555511	0.0555631	0.05555	0.055551	0.0555659	0.0555579	0.0555506	0.0555524	0.0555583	0.055559	0.0555414	0.0555421	0.055544	0.0555009	0.0556188	0.0555253	0.0555141	0.0555568	0.055492	0.0555726	0.055543	0.0555536	0.0555566	0.0556237	0.0555773	0.055543	0.0555477	0.0555936	0.0555949	0.0555516	0.0555618	0.0555613	0.0555458	0.0555602	0.0555629	0.0555638	0.0555506	0.0555555	0.0555511	0.0555527	0.0555598	0.0555561	0.0555577	0.055561	0.055548	0.0555445	0.0555555	
3	0.0555499	0.0555555	0.0555689	0.0555456	0.0555494	0.0555664	0.0555617	0.0555567	0.055547	0.055561	0.0555548	0.055564	0.055555	0.055544	0.0555553	0.0555536	0.055563	0.0555481	0.055562	0.0555667	0.0555523	0.055551	0.0555592	0.0555574	0.0555561	0.0555639	0.0555531	0.0555556	0.0555465	0.0555494	0.0555441	0.055561	0.0555642	0.0555471	0.0555477	0.0555628	0.0555537	0.0555541	0.0555534	0.0555458	0.0555655	0.0555591	0.0555627	0.0555649	0.0555557	0.0555627	0.0555456	0.055552	0.0555489	0.0555616	0.0555495	0.0555651	0.0555592	0.0555406	0.0555547	0.055565	0.0555541	0.0555508	0.0555555	0.0555658	0.0555534	0.0555511	0.0555632	0.0555499	0.0555509	0.055566	0.0555579	0.0555505	0.0555524	0.0555583	0.055559	0.0555413	0.0555419	0.0555439	0.0555003	0.0556194	0.055525	0.0555137	0.0555568	0.0554914	0.0555728	0.0555429	0.0555536	0.0555566	0.0556244	0.0555775	0.0555429	0.0555476	0.055594	0.0555953	0.0555516	0.0555619	0.0555613	0.0555457	0.0555603	0.055563	0.0555638	0.0555506	0.0555555	0.0555511	0.0555527	0.0555599	0.0555561	0.0555577	0.0555611	0.0555479	0.0555444	0.0555555	
4	0.0555498	0.0555555	0.055569	0.0555455	0.0555493	0.0555665	0.0555618	0.0555567	0.055547	0.0555611	0.0555548	0.0555641	0.055555	0.0555439	0.0555553	0.0555536	0.055563	0.055548	0.055562	0.0555668	0.0555523	0.055551	0.0555593	0.0555574	0.0555561	0.055564	0.0555531	0.0555556	0.0555464	0.0555494	0.055544	0.055561	0.0555643	0.055547	0.0555476	0.0555628	0.0555537	0.055554	0.0555534	0.0555457	0.0555656	0.0555592	0.0555628	0.055565	0.0555557	0.0555628	0.0555455	0.0555519	0.0555488	0.0555616	0.0555494	0.0555652	0.0555592	0.0555405	0.0555547	0.0555651	0.0555541	0.0555508	0.0555555	0.0555659	0.0555534	0.055551	0.0555633	0.0555499	0.0555509	0.0555661	0.0555579	0.0555505	0.0555523	0.0555584	0.0555591	0.0555411	0.0555418	0.0555438	0.0554998	0.0556201	0.0555247	0.0555133	0.0555568	0.0554907	0.055573	0.0555427	0.0555536	0.0555567	0.0556251	0.0555778	0.0555428	0.0555475	0.0555944	0.0555957	0.0555515	0.055562	0.0555614	0.0555456	0.0555603	0.0555631	0.0555639	0.0555505	0.0555555	0.055551	0.0555527	0.0555599	0.0555561	0.0555577	0.0555611	0.0555478	0.0555443	0.0555555	
5	0.0555498	0.0555555	0.0555691	0.0555454	0.0555493	0.0555667	0.0555619	0.0555567	0.0555469	0.0555611	0.0555548	0.0555642	0.055555	0.0555438	0.0555553	0.0555536	0.0555631	0.0555479	0.0555621	0.0555669	0.0555523	0.0555509	0.0555593	0.0555575	0.0555561	0.0555641	0.0555531	0.0555556	0.0555463	0.0555493	0.0555439	0.0555611	0.0555643	0.0555469	0.0555475	0.0555629	0.0555536	0.055554	0.0555533	0.0555456	0.0555657	0.0555592	0.0555629	0.0555651	0.0555557	0.0555629	0.0555454	0.0555519	0.0555488	0.0555617	0.0555494	0.0555653	0.0555593	0.0555403	0.0555547	0.0555652	0.0555541	0.0555507	0.0555555	0.055566	0.0555534	0.055551	0.0555634	0.0555498	0.0555508	0.0555662	0.055558	0.0555504	0.0555523	0.0555584	0.0555591	0.055541	0.0555416	0.0555436	0.0554992	0.0556207	0.0555243	0.0555128	0.0555568	0.0554901	0.0555731	0.0555426	0.0555536	0.0555567	0.0556258	0.055578	0.0555426	0.0555474	0.0555948	0.0555961	0.0555515	0.055562	0.0555614	0.0555455	0.0555604	0.0555632	0.055564	0.0555505	0.0555555	0.055551	0.0555526	0.05556	0.0555561	0.0555577	0.0555612	0.0555478	0.0555442	0.0555555	
6	0.0555497	0.0555555	0.0555693	0.0555453	0.0555492	0.0555668	0.0555619	0.0555567	0.0555468	0.0555612	0.0555548	0.0555643	0.055555	0.0555436	0.0555553	0.0555536	0.0555632	0.0555478	0.0555622	0.055567	0.0555522	0.0555509	0.0555593	0.0555575	0.0555561	0.0555642	0.0555531	0.0555556	0.0555462	0.0555492	0.0555438	0.0555611	0.0555644	0.0555468	0.0555474	0.055563	0.0555536	0.055554	0.0555533	0.0555455	0.0555658	0.0555592	0.055563	0.0555652	0.0555557	0.055563	0.0555453	0.0555519	0.0555487	0.0555617	0.0555493	0.0555654	0.0555593	0.0555402	0.0555547	0.0555653	0.0555541	0.0555507	0.0555555	0.0555662	0.0555534	0.0555509	0.0555634	0.0555498	0.0555508	0.0555663	0.055558	0.0555504	0.0555523	0.0555584	0.0555591	0.0555408	0.0555415	0.0555435	0.0554987	0.0556214	0.055524	0.0555124	0.0555568	0.0554894	0.0555733	0.0555425	0.0555536	0.0555567	0.0556265	0.0555782	0.0555425	0.0555473	0.0555952	0.0555965	0.0555514	0.0555621	0.0555615	0.0555454	0.0555604	0.0555632	0.0555641	0.0555504	0.0555555	0.0555509	0.0555526	0.05556	0.0555562	0.0555577	0.0555612	0.0555477	0.0555441	0.0555555	
7	0.0555496	0.0555555	0.0555694	0.0555452	0.0555491	0.0555669	0.055562	0.0555567	0.0555467	0.0555612	0.0555548	0.0555644	0.055555	0.0555435	0.0555553	0.0555536	0.0555633	0.0555478	0.0555622	0.0555671	0.0555522	0.0555508	0.0555594	0.0555575	0.0555561	0.0555643	0.055553	0.0555556	0.0555461	0.0555492	0.0555437	0.0555612	0.0555645	0.0555467	0.0555474	0.0555631	0.0555536	0.055554	0.0555533	0.0555454	0.0555659	0.0555593	0.055563	0.0555653	0.0555557	0.055563	0.0555452	0.0555518	0.0555486	0.0555618	0.0555492	0.0555655	0.0555594	0.05554	0.0555547	0.0555654	0.055554	0.0555506	0.0555555	0.0555663	0.0555534	0.0555509	0.0555635	0.0555497	0.0555507	0.0555664	0.055558	0.0555503	0.0555522	0.0555585	0.0555592	0.0555407	0.0555414	0.0555434	0.0554981	0.055622	0.0555237	0.055512	0.0555569	0.0554887	0.0555735	0.0555423	0.0555535	0.0555567	0.0556272	0.0555784	0.0555424	0.0555472	0.0555956	0.055597	0.0555514	0.0555622	0.0555615	0.0555453	0.0555605	0.0555633	0.0555642	0.0555504	0.0555555	0.0555509	0.0555526	0.0555601	0.0555562	0.0555578	0.0555613	0.0555476	0.0555439	0.0555554	
8	0.0555496	0.0555555	0.0555695	0.0555451	0.0555491	0.055567	0.0555621	0.0555567	0.0555466	0.0555613	0.0555548	0.0555645	0.055555	0.0555434	0.0555553	0.0555535	0.0555634	0.0555477	0.0555623	0.0555673	0.0555522	0.0555508	0.0555594	0.0555575	0.0555561	0.0555643	0.055553	0.0555556	0.055546	0.0555491	0.0555435	0.0555612	0.0555646	0.0555466	0.0555473	0.0555631	0.0555536	0.055554	0.0555533	0.0555452	0.055566	0.0555593	0.0555631	0.0555654	0.0555557	0.0555631	0.0555451	0.0555518	0.0555486	0.0555619	0.0555492	0.0555656	0.0555594	0.0555399	0.0555547	0.0555655	0.055554	0.0555506	0.0555555	0.0555664	0.0555533	0.0555508	0.0555636	0.0555497	0.0555507	0.0555665	0.055558	0.0555503	0.0555522	0.0555585	0.0555592	0.0555405	0.0555412	0.0555433	0.0554975	0.0556227	0.0555234	0.0555115	0.0555569	0.055488	0.0555737	0.0555422	0.0555535	0.0555567	0.0556279	0.0555787	0.0555422	0.0555472	0.055596	0.0555974	0.0555513	0.0555622	0.0555616	0.0555452	0.0555605	0.0555634	0.0555643	0.0555503	0.0555555	0.0555508	0.0555526	0.0555601	0.0555562	0.0555578	0.0555613	0.0555475	0.0555438	0.0555554	
9	0.0555495	0.0555555	0.0555697	0.055545	0.055549	0.0555671	0.0555621	0.0555567	0.0555465	0.0555614	0.0555547	0.0555646	0.055555	0.0555433	0.0555553	0.0555535	0.0555634	0.0555476	0.0555624	0.0555674	0.0555521	0.0555507	0.0555594	0.0555575	0.0555561	0.0555644	0.055553	0.0555556	0.0555459	0.055549	0.0555434	0.0555613	0.0555647	0.0555465	0.0555472	0.0555632	0.0555536	0.055554	0.0555533	0.0555451	0.0555661	0.0555594	0.0555632	0.0555655	0.0555557	0.0555632	0.0555449	0.0555517	0.0555485	0.0555619	0.0555491	0.0555657	0.0555594	0.0555397	0.0555546	0.0555656	0.055554	0.0555505	0.0555555	0.0555665	0.0555533	0.0555508	0.0555637	0.0555496	0.0555506	0.0555667	0.0555581	0.0555502	0.0555522	0.0555585	0.0555593	0.0555404	0.0555411	0.0555432	0.0554969	0.0556234	0.0555231	0.0555111	0.0555569	0.0554874	0.0555739	0.0555421	0.0555535	0.0555567	0.0556286	0.0555789	0.0555421	0.0555471	0.0555964	0.0555978	0.0555513	0.0555623	0.0555617	0.0555451	0.0555606	0.0555635	0.0555644	0.0555503	0.0555555	0.0555508	0.0555525	0.0555601	0.0555562	0.0555578	0.0555614	0.0555474	0.0555437	0.0555554	
10	0.0555495	0.0555555	0.0555698	0.0555449	0.0555489	0.0555672	0.0555622	0.0555567	0.0555464	0.0555614	0.0555547	0.0555647	0.055555	0.0555431	0.0555553	0.0555535	0.0555635	0.0555475	0.0555624	0.0555675	0.0555521	0.0555507	0.0555595	0.0555576	0.0555561	0.0555645	0.0555529	0.0555556	0.0555458	0.055549	0.0555433	0.0555614	0.0555648	0.0555464	0.0555471	0.0555633	0.0555535	0.055554	0.0555532	0.055545	0.0555663	0.0555594	0.0555633	0.0555656	0.0555557	0.0555633	0.0555448	0.0555517	0.0555484	0.055562	0.055549	0.0555658	0.0555595	0.0555396	0.0555546	0.0555657	0.055554	0.0555505	0.0555555	0.0555666	0.0555533	0.0555507	0.0555638	0.0555495	0.0555506	0.0555668	0.0555581	0.0555501	0.0555521	0.0555585	0.0555593	0.0555402	0.0555409	0.055543	0.0554963	0.0556241	0.0555227	0.0555106	0.0555569	0.0554867	0.055574	0.0555419	0.0555535	0.0555567	0.0556294	0.0555791	0.055542	0.055547	0.0555968	0.0555982	0.0555513	0.0555624	0.0555617	0.055545	0.0555606	0.0555636	0.0555644	0.0555502	0.0555555	0.0555507	0.0555525	0.0555602	0.0555562	0.0555578	0.0555615	0.0555474	0.0555436	0.0555554	
