
1	1	1	1	1	1	1	147.839	150.365	155.677	152.043	147.207	149.194	155.404	153.874	154.763	149.418	153.419	164.216	154.711	149.422	154.414	157.617	152.515	149.39	209.622	207.343	193.231	201.577	207.806	209.247	
2	1	1	1	1	1	1	147.84	150.363	155.679	152.044	147.206	149.192	155.406	153.873	154.761	149.416	153.418	164.216	154.713	149.422	154.415	157.617	152.514	149.389	209.621	207.344	193.23	201.577	207.806	209.246	
3	1	1	1	1	1	1	147.84	150.362	155.678	152.044	147.206	149.192	155.406	153.873	154.76	149.416	153.418	164.216	154.712	149.422	154.415	157.617	152.514	149.389	209.621	207.344	193.23	201.577	207.806	209.246	
4	1	1	1	1	1	1	147.84	150.362	155.678	152.044	147.206	149.192	155.406	153.873	154.76	149.416	153.418	164.216	154.712	149.422	154.414	157.616	152.514	149.388	209.62	207.343	193.23	201.577	207.806	209.246	
5	1	1	1	1	1	1	147.84	150.362	155.678	152.043	147.206	149.192	155.406	153.873	154.76	149.416	153.418	164.215	154.712	149.421	154.414	157.616	152.514	149.388	209.62	207.343	193.23	201.576	207.806	209.246	
6	1	1	1	1	1	1	147.84	150.362	155.678	152.043	147.206	149.192	155.405	153.873	154.76	149.416	153.418	164.215	154.711	149.421	154.414	157.616	152.513	149.388	209.619	207.343	193.23	201.576	207.805	209.246	
7	1	1	1	1	1	1	147.84	150.362	155.678	152.043	147.205	149.191	155.405	153.873	154.76	149.416	153.418	164.215	154.711	149.421	154.414	157.616	152.513	149.388	209.619	207.343	193.229	201.576	207.805	209.245	
8	1	1	1	1	1	1	147.839	150.361	155.678	152.043	147.205	149.191	155.405	153.872	154.759	149.415	153.418	164.215	154.711	149.421	154.414	157.616	152.513	149.388	209.619	207.343	193.229	201.576	207.805	209.245	
9	1	1	1	1	1	1	147.839	150.361	155.678	152.043	147.205	149.191	155.405	153.872	154.759	149.415	153.417	164.215	154.711	149.42	154.414	157.616	152.512	149.387	209.618	207.342	193.229	201.576	207.805	209.245	
10	1	1	1	1	1	1	147.839	150.361	155.677	152.042	147.205	149.191	155.405	153.872	154.759	149.415	153.417	164.214	154.71	149.42	154.413	157.615	152.512	149.387	209.618	207.342	193.229	201.575	207.805	209.245	
