
1	353.588	341.001	354.22	354.672	355.031	351.292	355.933	296.688	308.165	305.869	304.943	300.914	296.937	300.235	310.417	296.612	297.11	303.283	300.523	296.592	295.914	301.516	303.855	302.145	299.627	306.27	306.3	303.049	302.613	308.765	303.932	296.39	308.94	300.034	306.095	298.816	306.927	304.018	306.237	304.575	306.952	305.969	304.958	308.995	301.469	302.295	306.074	1	1	1	1	1	1	1	
2	353.588	341	354.22	354.672	355.031	351.292	355.932	296.688	308.163	305.868	304.943	300.913	296.939	300.236	310.417	296.61	297.11	303.284	300.523	296.592	295.912	301.515	303.855	302.146	299.627	306.27	306.299	303.047	302.614	308.767	303.933	296.39	308.938	300.034	306.095	298.817	306.929	304.017	306.237	304.574	306.952	305.969	304.957	308.996	301.468	302.297	306.074	1	1	1	1	1	1	1	
3	353.584	340.997	354.217	354.668	355.027	351.288	355.927	296.685	308.16	305.864	304.94	300.91	296.936	300.232	310.414	296.606	297.106	303.281	300.519	296.589	295.908	301.511	303.851	302.143	299.624	306.265	306.296	303.043	302.61	308.763	303.929	296.387	308.934	300.031	306.091	298.813	306.925	304.013	306.233	304.571	306.949	305.965	304.953	308.992	301.464	302.294	306.071	1	1	1	1	1	1	1	
4	353.58	340.992	354.212	354.664	355.023	351.284	355.922	296.681	308.156	305.859	304.936	300.906	296.932	300.228	310.41	296.602	297.102	303.276	300.514	296.586	295.903	301.507	303.846	302.139	299.62	306.26	306.292	303.038	302.606	308.759	303.925	296.383	308.93	300.027	306.087	298.81	306.922	304.01	306.229	304.567	306.945	305.961	304.95	308.988	301.459	302.29	306.067	1	1	1	1	1	1	1	
5	353.575	340.988	354.208	354.659	355.018	351.279	355.916	296.677	308.152	305.853	304.932	300.901	296.927	300.223	310.406	296.597	297.098	303.272	300.509	296.582	295.898	301.502	303.842	302.135	299.615	306.255	306.287	303.032	302.602	308.755	303.92	296.379	308.925	300.023	306.082	298.806	306.917	304.006	306.225	304.563	306.942	305.957	304.945	308.984	301.454	302.286	306.062	1	1	1	1	1	1	1	
6	353.57	340.983	354.202	354.654	355.013	351.274	355.909	296.673	308.148	305.847	304.927	300.896	296.922	300.218	310.402	296.591	297.093	303.267	300.504	296.578	295.892	301.496	303.836	302.13	299.61	306.248	306.282	303.026	302.597	308.75	303.915	296.375	308.919	300.019	306.076	298.801	306.913	304.001	306.22	304.559	306.937	305.952	304.941	308.979	301.448	302.281	306.057	1	1	1	1	1	1	1	
7	353.564	340.977	354.197	354.648	355.007	351.268	355.901	296.668	308.143	305.84	304.922	300.89	296.917	300.212	310.397	296.585	297.088	303.261	300.498	296.573	295.886	301.49	303.83	302.125	299.605	306.241	306.277	303.019	302.592	308.745	303.909	296.37	308.913	300.014	306.071	298.796	306.908	303.996	306.215	304.554	306.932	305.947	304.935	308.974	301.441	302.276	306.052	1	1	1	1	1	1	1	
8	353.558	340.97	354.19	354.642	355.001	351.261	355.893	296.663	308.137	305.832	304.916	300.884	296.911	300.206	310.392	296.578	297.082	303.255	300.491	296.569	295.879	301.484	303.824	302.12	299.599	306.234	306.27	303.011	302.586	308.739	303.902	296.364	308.907	300.008	306.064	298.791	306.902	303.99	306.209	304.548	306.927	305.941	304.93	308.968	301.434	302.27	306.045	1	1	1	1	1	1	1	
9	353.551	340.963	354.183	354.634	354.994	351.254	355.884	296.657	308.131	305.823	304.909	300.877	296.905	300.199	310.386	296.57	297.075	303.248	300.484	296.563	295.871	301.476	303.816	302.114	299.592	306.225	306.264	303.003	302.579	308.733	303.895	296.358	308.899	300.002	306.056	298.785	306.896	303.984	306.202	304.542	306.921	305.934	304.923	308.961	301.426	302.264	306.039	1	1	1	1	1	1	1	
10	353.542	340.955	354.175	354.626	354.986	351.246	355.874	296.65	308.124	305.814	304.902	300.869	296.897	300.191	310.379	296.562	297.068	303.24	300.476	296.557	295.862	301.468	303.808	302.107	299.585	306.215	306.256	302.994	302.571	308.725	303.887	296.351	308.891	299.995	306.048	298.778	306.889	303.977	306.195	304.535	306.914	305.926	304.916	308.954	301.417	302.257	306.031	1	1	1	1	1	1	1	
11	353.534	340.946	354.166	354.617	354.977	351.237	355.862	296.642	308.116	305.803	304.894	300.86	296.889	300.182	310.372	296.552	297.06	303.231	300.466	296.55	295.852	301.459	303.799	302.099	299.576	306.205	306.248	302.983	302.563	308.717	303.878	296.343	308.882	299.987	306.039	298.77	306.881	303.97	306.186	304.527	306.907	305.918	304.908	308.945	301.406	302.25	306.023	1	1	1	1	1	1	1	
12	353.524	340.936	354.156	354.607	354.967	351.228	355.85	296.634	308.108	305.791	304.886	300.851	296.88	300.173	310.364	296.541	297.051	303.221	300.456	296.542	295.841	301.449	303.789	302.091	299.567	306.193	306.238	302.971	302.554	308.708	303.868	296.335	308.872	299.978	306.029	298.762	306.873	303.961	306.177	304.519	306.899	305.909	304.899	308.936	301.395	302.241	306.013	1	1	1	1	1	1	1	
