
1	366.654	371.383	377.269	370.111	366.791	375.064	317	311.371	323.059	312.816	316.184	320.293	325.26	323.305	319.456	319.154	314.851	320.107	320.937	314.281	320.9	320.124	311.512	323.831	325.896	320.048	323.797	316.971	325.143	319.125	325.483	317.66	316.397	322.957	319.5	319.779	327.352	321.175	328.642	319.658	319.972	323.68	1	1	1	1	1	1	
2	366.653	371.382	377.267	370.11	366.791	375.064	316.999	311.368	323.06	312.816	316.182	320.294	325.26	323.305	319.457	319.153	314.851	320.105	320.938	314.28	320.9	320.12	311.511	323.831	325.895	320.048	323.798	316.971	325.142	319.126	325.482	317.658	316.396	322.958	319.499	319.779	327.352	321.173	328.644	319.658	319.971	323.682	1	1	1	1	1	1	
3	366.649	371.378	377.262	370.106	366.786	375.06	316.994	311.363	323.056	312.812	316.178	320.29	325.257	323.301	319.452	319.149	314.848	320.1	320.935	314.275	320.896	320.115	311.507	323.826	325.891	320.043	323.793	316.967	325.137	319.122	325.477	317.654	316.393	322.954	319.494	319.775	327.348	321.169	328.64	319.654	319.967	323.678	1	1	1	1	1	1	
4	366.644	371.373	377.255	370.101	366.782	375.055	316.99	311.358	323.051	312.807	316.174	320.284	325.253	323.297	319.447	319.144	314.844	320.095	320.931	314.27	320.891	320.11	311.502	323.82	325.886	320.038	323.789	316.963	325.133	319.117	325.472	317.65	316.388	322.95	319.489	319.771	327.343	321.164	328.636	319.65	319.962	323.674	1	1	1	1	1	1	
5	366.638	371.368	377.248	370.095	366.776	375.049	316.984	311.352	323.046	312.802	316.169	320.279	325.248	323.292	319.442	319.139	314.84	320.089	320.926	314.264	320.886	320.104	311.497	323.813	325.881	320.033	323.783	316.958	325.127	319.112	325.466	317.645	316.384	322.945	319.484	319.766	327.337	321.159	328.631	319.645	319.958	323.669	1	1	1	1	1	1	
6	366.632	371.362	377.24	370.089	366.77	375.043	316.979	311.346	323.041	312.797	316.164	320.272	325.243	323.286	319.436	319.133	314.835	320.082	320.921	314.257	320.88	320.097	311.492	323.806	325.875	320.027	323.777	316.952	325.122	319.107	325.46	317.64	316.379	322.94	319.477	319.761	327.331	321.153	328.625	319.64	319.952	323.664	1	1	1	1	1	1	
7	366.626	371.355	377.231	370.083	366.764	375.036	316.972	311.339	323.034	312.79	316.159	320.265	325.238	323.28	319.429	319.127	314.83	320.075	320.916	314.25	320.874	320.089	311.486	323.798	325.869	320.02	323.771	316.946	325.115	319.1	325.453	317.634	316.373	322.934	319.47	319.755	327.325	321.146	328.619	319.634	319.946	323.657	1	1	1	1	1	1	
8	366.618	371.348	377.222	370.075	366.756	375.029	316.965	311.331	323.028	312.783	316.152	320.257	325.232	323.273	319.422	319.12	314.824	320.067	320.91	314.242	320.867	320.081	311.479	323.789	325.861	320.013	323.764	316.939	325.108	319.093	325.445	317.627	316.366	322.928	319.462	319.748	327.317	321.139	328.613	319.628	319.94	323.651	1	1	1	1	1	1	
9	366.61	371.339	377.211	370.067	366.748	375.021	316.957	311.322	323.02	312.776	316.145	320.248	325.225	323.265	319.413	319.112	314.818	320.058	320.903	314.233	320.859	320.072	311.471	323.779	325.853	320.005	323.756	316.932	325.1	319.085	325.436	317.62	316.359	322.921	319.454	319.741	327.309	321.131	328.605	319.62	319.932	323.643	1	1	1	1	1	1	
10	366.601	371.33	377.199	370.057	366.739	375.011	316.948	311.312	323.011	312.767	316.138	320.238	325.218	323.257	319.404	319.104	314.811	320.048	320.896	314.222	320.85	320.062	311.463	323.768	325.844	319.996	323.747	316.923	325.091	319.077	325.427	317.612	316.351	322.913	319.444	319.733	327.3	321.122	328.597	319.612	319.924	323.635	1	1	1	1	1	1	
