
1	0.0332331	0.0332263	0.0332302	0.0332303	0.0332329	0.0332307	0.0332051	0.0332274	0.0332265	0.0332212	0.033227	0.033249	0.033225	0.0332279	0.0332261	0.0332273	0.0332448	0.0332291	0.0332328	0.0332268	0.0332263	0.0332105	0.0332305	0.0332263	0.0332328	0.0332295	0.0332249	0.0332285	0.0332292	0.0332308	0.0332287	0.0332052	0.033229	0.0332325	0.0332298	0.0332307	0.0332079	0.0332306	0.0332314	0.0332251	0.0332242	0.0332446	0.0332238	0.0332252	0.0332252	0.0332346	0.0332192	0.0332254	0.0332292	0.033232	0.0332299	0.0332534	0.0332273	0.0332264	0.0332247	0.0332303	0.0332252	0.0332237	0.0332241	0.0332286	0.0332257	0.0332163	0.0332267	0.0332295	0.0332301	0.0332243	0.0332176	0.0332235	0.0332338	0.0332276	0.0332269	0.0332523	0.0332303	0.0332252	0.0332278	0.0332272	0.0332297	0.0332328	0.033225	0.033224	0.0332317	0.0332561	0.0332275	0.0332248	0.0332299	0.0332242	0.0332516	0.0332307	0.0332274	0.0332295	0.0332247	0.0332358	0.0332301	0.0332266	0.0332317	0.03323	0.033248	0.0332304	0.0332231	0.0332295	0.0332291	0.0332081	0.0332319	0.0332283	0.0332316	0.0332325	0.03322	0.033232	0.0332286	0.0332343	0.0332265	0.0332274	0.0332273	0.0332326	0.0332295	0.0332258	0.0332301	0.0332296	0.033231	0.0332286	0.0332277	0.0332302	0.0332307	0.0332276	0.0332303	0.0332279	0.0332369	0.033225	0.03323	0.0332275	0.033232	0.0332505	0.0332246	0.033224	0.0332241	0.0332225	0.0332081	0.033223	0.0332298	0.0332262	0.033234	0.0332081	0.0332349	0.0332316	0.0332261	0.0332273	0.0332095	0.0332307	0.0332314	0.033228	
2	0.0332312	0.0332271	0.0332291	0.03323	0.0332328	0.0332305	0.0332071	0.0332266	0.0332249	0.033222	0.0332272	0.0332486	0.0332265	0.0332294	0.0332248	0.0332277	0.0332435	0.0332311	0.0332318	0.033226	0.0332247	0.0332115	0.0332298	0.0332263	0.0332321	0.033229	0.033223	0.0332278	0.0332309	0.0332298	0.0332286	0.0332031	0.0332293	0.0332309	0.0332299	0.0332307	0.0332094	0.0332297	0.0332323	0.0332268	0.0332241	0.0332468	0.0332238	0.0332263	0.033224	0.0332341	0.033219	0.0332249	0.0332287	0.0332329	0.0332303	0.0332537	0.0332258	0.0332272	0.0332264	0.0332301	0.0332256	0.0332252	0.0332239	0.0332287	0.0332267	0.0332154	0.0332266	0.0332276	0.0332294	0.0332246	0.0332157	0.0332241	0.0332329	0.0332257	0.0332269	0.0332521	0.0332298	0.033224	0.0332286	0.0332284	0.0332322	0.0332315	0.0332271	0.0332255	0.0332306	0.0332577	0.0332274	0.0332258	0.0332308	0.0332259	0.0332509	0.0332292	0.0332283	0.0332299	0.0332263	0.0332358	0.0332313	0.0332272	0.0332307	0.03323	0.0332493	0.0332289	0.0332244	0.0332263	0.0332294	0.0332092	0.0332305	0.0332284	0.0332294	0.0332323	0.0332177	0.0332321	0.0332299	0.0332321	0.0332268	0.0332272	0.0332272	0.0332305	0.0332299	0.0332267	0.03323	0.0332322	0.0332322	0.0332307	0.0332262	0.0332295	0.0332311	0.033228	0.0332317	0.0332299	0.0332359	0.0332271	0.0332301	0.0332276	0.0332311	0.0332518	0.0332255	0.0332228	0.0332245	0.0332234	0.0332078	0.033225	0.0332303	0.0332288	0.0332324	0.0332067	0.0332316	0.0332287	0.0332256	0.0332273	0.0332095	0.0332323	0.0332319	0.0332297	
3	0.0332312	0.0332271	0.0332291	0.0332301	0.0332329	0.0332305	0.0332069	0.0332266	0.0332248	0.033222	0.0332272	0.0332488	0.0332265	0.0332294	0.0332248	0.0332277	0.0332437	0.0332311	0.0332319	0.033226	0.0332246	0.0332113	0.0332298	0.0332263	0.0332321	0.033229	0.033223	0.0332278	0.0332309	0.0332298	0.0332287	0.0332029	0.0332293	0.0332309	0.0332299	0.0332307	0.0332092	0.0332297	0.0332324	0.0332268	0.0332241	0.033247	0.0332238	0.0332263	0.033224	0.0332342	0.0332189	0.0332249	0.0332287	0.0332329	0.0332303	0.033254	0.0332257	0.0332272	0.0332264	0.0332301	0.0332256	0.0332251	0.0332239	0.0332287	0.0332267	0.0332153	0.0332266	0.0332277	0.0332294	0.0332245	0.0332156	0.0332241	0.033233	0.0332257	0.0332269	0.0332524	0.0332298	0.033224	0.0332286	0.0332285	0.0332322	0.0332316	0.0332271	0.0332255	0.0332306	0.033258	0.0332274	0.0332258	0.0332308	0.0332259	0.0332511	0.0332293	0.0332283	0.03323	0.0332263	0.0332359	0.0332314	0.0332273	0.0332308	0.03323	0.0332495	0.0332289	0.0332244	0.0332263	0.0332294	0.033209	0.0332305	0.0332284	0.0332294	0.0332323	0.0332176	0.0332321	0.0332299	0.0332322	0.0332268	0.0332272	0.0332273	0.0332306	0.03323	0.0332267	0.03323	0.0332323	0.0332323	0.0332307	0.0332262	0.0332295	0.0332312	0.033228	0.0332317	0.0332299	0.033236	0.0332271	0.0332301	0.0332276	0.0332311	0.0332521	0.0332255	0.0332228	0.0332244	0.0332234	0.0332076	0.033225	0.0332303	0.0332289	0.0332324	0.0332065	0.0332317	0.0332287	0.0332256	0.0332273	0.0332094	0.0332323	0.033232	0.0332297	
4	0.0332313	0.0332271	0.0332292	0.0332301	0.033233	0.0332305	0.0332067	0.0332266	0.0332248	0.0332219	0.0332272	0.033249	0.0332265	0.0332295	0.0332248	0.0332278	0.0332439	0.0332312	0.0332319	0.033226	0.0332246	0.0332111	0.0332298	0.0332263	0.0332322	0.033229	0.033223	0.0332278	0.033231	0.0332298	0.0332287	0.0332026	0.0332293	0.0332309	0.0332299	0.0332308	0.0332091	0.0332298	0.0332324	0.0332268	0.033224	0.0332472	0.0332238	0.0332263	0.033224	0.0332343	0.0332188	0.0332248	0.0332287	0.033233	0.0332303	0.0332543	0.0332257	0.0332272	0.0332263	0.0332301	0.0332256	0.0332251	0.0332238	0.0332287	0.0332267	0.0332151	0.0332266	0.0332277	0.0332295	0.0332245	0.0332155	0.0332241	0.033233	0.0332257	0.0332269	0.0332527	0.0332298	0.033224	0.0332286	0.0332285	0.0332323	0.0332316	0.0332272	0.0332255	0.0332307	0.0332583	0.0332274	0.0332257	0.0332309	0.0332259	0.0332514	0.0332293	0.0332283	0.03323	0.0332263	0.033236	0.0332314	0.0332273	0.0332308	0.0332301	0.0332498	0.033229	0.0332244	0.0332263	0.0332294	0.0332088	0.0332306	0.0332284	0.0332294	0.0332324	0.0332175	0.0332322	0.0332299	0.0332322	0.0332268	0.0332272	0.0332273	0.0332306	0.03323	0.0332267	0.0332301	0.0332323	0.0332323	0.0332307	0.0332262	0.0332295	0.0332312	0.033228	0.0332318	0.03323	0.0332361	0.0332271	0.0332302	0.0332276	0.0332311	0.0332523	0.0332254	0.0332227	0.0332244	0.0332233	0.0332074	0.0332249	0.0332304	0.0332289	0.0332325	0.0332063	0.0332317	0.0332287	0.0332256	0.0332273	0.0332092	0.0332324	0.033232	0.0332298	
5	0.0332313	0.0332271	0.0332292	0.0332301	0.033233	0.0332306	0.0332065	0.0332266	0.0332248	0.0332219	0.0332272	0.0332492	0.0332265	0.0332295	0.0332247	0.0332278	0.0332441	0.0332312	0.033232	0.033226	0.0332246	0.033211	0.0332298	0.0332263	0.0332322	0.033229	0.0332229	0.0332278	0.033231	0.0332299	0.0332287	0.0332024	0.0332293	0.033231	0.03323	0.0332308	0.0332089	0.0332298	0.0332325	0.0332268	0.033224	0.0332474	0.0332238	0.0332263	0.0332239	0.0332344	0.0332187	0.0332248	0.0332287	0.033233	0.0332304	0.0332546	0.0332257	0.0332272	0.0332263	0.0332302	0.0332256	0.0332251	0.0332238	0.0332287	0.0332267	0.033215	0.0332266	0.0332277	0.0332295	0.0332245	0.0332154	0.033224	0.0332331	0.0332257	0.0332269	0.0332529	0.0332299	0.0332239	0.0332286	0.0332285	0.0332323	0.0332317	0.0332272	0.0332255	0.0332307	0.0332586	0.0332274	0.0332257	0.0332309	0.0332259	0.0332516	0.0332293	0.0332283	0.03323	0.0332263	0.0332361	0.0332314	0.0332273	0.0332309	0.0332301	0.03325	0.033229	0.0332244	0.0332263	0.0332294	0.0332086	0.0332306	0.0332284	0.0332295	0.0332325	0.0332174	0.0332322	0.03323	0.0332323	0.0332268	0.0332273	0.0332273	0.0332306	0.03323	0.0332267	0.0332301	0.0332324	0.0332324	0.0332308	0.0332262	0.0332296	0.0332312	0.033228	0.0332318	0.03323	0.0332362	0.0332271	0.0332302	0.0332276	0.0332312	0.0332526	0.0332254	0.0332227	0.0332244	0.0332233	0.0332072	0.0332249	0.0332304	0.0332289	0.0332325	0.0332061	0.0332318	0.0332288	0.0332256	0.0332273	0.033209	0.0332325	0.0332321	0.0332298	
6	0.0332314	0.0332272	0.0332292	0.0332302	0.0332331	0.0332306	0.0332063	0.0332266	0.0332248	0.0332218	0.0332272	0.0332495	0.0332265	0.0332295	0.0332247	0.0332278	0.0332442	0.0332312	0.033232	0.033226	0.0332246	0.0332108	0.0332299	0.0332263	0.0332323	0.0332291	0.0332229	0.0332278	0.0332311	0.0332299	0.0332287	0.0332021	0.0332294	0.033231	0.03323	0.0332309	0.0332087	0.0332298	0.0332325	0.0332268	0.033224	0.0332476	0.0332237	0.0332263	0.0332239	0.0332344	0.0332186	0.0332248	0.0332288	0.0332331	0.0332304	0.0332548	0.0332257	0.0332272	0.0332263	0.0332302	0.0332256	0.0332251	0.0332238	0.0332287	0.0332267	0.0332149	0.0332266	0.0332277	0.0332295	0.0332245	0.0332152	0.033224	0.0332332	0.0332257	0.0332269	0.0332532	0.0332299	0.0332239	0.0332286	0.0332285	0.0332324	0.0332317	0.0332272	0.0332255	0.0332308	0.0332589	0.0332274	0.0332257	0.0332309	0.0332259	0.0332519	0.0332293	0.0332284	0.0332301	0.0332263	0.0332361	0.0332315	0.0332273	0.0332309	0.0332301	0.0332502	0.033229	0.0332244	0.0332263	0.0332295	0.0332084	0.0332306	0.0332284	0.0332295	0.0332325	0.0332173	0.0332323	0.03323	0.0332323	0.0332268	0.0332273	0.0332273	0.0332307	0.0332301	0.0332267	0.0332301	0.0332324	0.0332324	0.0332308	0.0332262	0.0332296	0.0332313	0.033228	0.0332319	0.03323	0.0332363	0.0332271	0.0332303	0.0332276	0.0332312	0.0332528	0.0332254	0.0332226	0.0332244	0.0332233	0.033207	0.0332249	0.0332305	0.0332289	0.0332326	0.0332059	0.0332318	0.0332288	0.0332256	0.0332273	0.0332088	0.0332325	0.0332321	0.0332298	
7	0.0332314	0.0332272	0.0332292	0.0332302	0.0332332	0.0332307	0.033206	0.0332266	0.0332248	0.0332218	0.0332272	0.0332497	0.0332265	0.0332295	0.0332247	0.0332278	0.0332444	0.0332313	0.0332321	0.033226	0.0332245	0.0332107	0.0332299	0.0332263	0.0332323	0.0332291	0.0332228	0.0332278	0.0332311	0.0332299	0.0332287	0.0332019	0.0332294	0.0332311	0.03323	0.0332309	0.0332085	0.0332299	0.0332326	0.0332267	0.0332239	0.0332479	0.0332237	0.0332263	0.0332239	0.0332345	0.0332186	0.0332248	0.0332288	0.0332332	0.0332304	0.0332551	0.0332257	0.0332272	0.0332263	0.0332302	0.0332256	0.0332251	0.0332237	0.0332287	0.0332267	0.0332148	0.0332266	0.0332277	0.0332295	0.0332245	0.0332151	0.033224	0.0332332	0.0332256	0.0332269	0.0332535	0.0332299	0.0332239	0.0332286	0.0332285	0.0332324	0.0332318	0.0332272	0.0332255	0.0332308	0.0332593	0.0332274	0.0332257	0.033231	0.0332259	0.0332521	0.0332294	0.0332284	0.0332301	0.0332263	0.0332362	0.0332315	0.0332273	0.033231	0.0332302	0.0332505	0.033229	0.0332243	0.0332263	0.0332295	0.0332082	0.0332307	0.0332284	0.0332295	0.0332326	0.0332172	0.0332323	0.03323	0.0332324	0.0332268	0.0332273	0.0332273	0.0332307	0.0332301	0.0332267	0.0332302	0.0332325	0.0332325	0.0332309	0.0332262	0.0332296	0.0332313	0.033228	0.0332319	0.0332301	0.0332364	0.0332271	0.0332303	0.0332276	0.0332313	0.0332531	0.0332254	0.0332226	0.0332243	0.0332232	0.0332068	0.0332249	0.0332305	0.0332289	0.0332327	0.0332057	0.0332319	0.0332288	0.0332255	0.0332273	0.0332086	0.0332326	0.0332322	0.0332298	
8	0.0332314	0.0332272	0.0332293	0.0332302	0.0332332	0.0332307	0.0332058	0.0332266	0.0332247	0.0332217	0.0332272	0.0332499	0.0332265	0.0332296	0.0332247	0.0332278	0.0332446	0.0332313	0.0332321	0.033226	0.0332245	0.0332105	0.0332299	0.0332263	0.0332324	0.0332291	0.0332228	0.0332279	0.0332312	0.0332299	0.0332288	0.0332016	0.0332294	0.0332311	0.0332301	0.0332309	0.0332083	0.0332299	0.0332327	0.0332267	0.0332239	0.0332481	0.0332237	0.0332263	0.0332238	0.0332346	0.0332185	0.0332248	0.0332288	0.0332332	0.0332305	0.0332554	0.0332257	0.0332272	0.0332263	0.0332303	0.0332256	0.0332251	0.0332237	0.0332288	0.0332267	0.0332147	0.0332266	0.0332277	0.0332296	0.0332244	0.033215	0.033224	0.0332333	0.0332256	0.0332269	0.0332537	0.03323	0.0332239	0.0332287	0.0332285	0.0332325	0.0332318	0.0332272	0.0332255	0.0332308	0.0332596	0.0332274	0.0332257	0.033231	0.0332259	0.0332524	0.0332294	0.0332284	0.0332301	0.0332263	0.0332363	0.0332316	0.0332273	0.033231	0.0332302	0.0332507	0.0332291	0.0332243	0.0332263	0.0332295	0.0332081	0.0332307	0.0332284	0.0332296	0.0332326	0.0332171	0.0332324	0.0332301	0.0332324	0.0332268	0.0332273	0.0332273	0.0332308	0.0332301	0.0332267	0.0332302	0.0332325	0.0332325	0.0332309	0.0332262	0.0332297	0.0332314	0.0332281	0.033232	0.0332301	0.0332365	0.0332271	0.0332303	0.0332276	0.0332313	0.0332534	0.0332254	0.0332226	0.0332243	0.0332232	0.0332066	0.0332249	0.0332305	0.033229	0.0332327	0.0332055	0.0332319	0.0332288	0.0332255	0.0332273	0.0332085	0.0332326	0.0332322	0.0332299	
9	0.0332315	0.0332272	0.0332293	0.0332303	0.0332333	0.0332307	0.0332056	0.0332266	0.0332247	0.0332217	0.0332272	0.0332502	0.0332265	0.0332296	0.0332247	0.0332278	0.0332448	0.0332314	0.0332322	0.033226	0.0332245	0.0332103	0.03323	0.0332263	0.0332324	0.0332291	0.0332228	0.0332279	0.0332312	0.03323	0.0332288	0.0332014	0.0332294	0.0332311	0.0332301	0.033231	0.0332082	0.0332299	0.0332327	0.0332267	0.0332239	0.0332483	0.0332236	0.0332263	0.0332238	0.0332347	0.0332184	0.0332247	0.0332288	0.0332333	0.0332305	0.0332557	0.0332257	0.0332272	0.0332263	0.0332303	0.0332256	0.033225	0.0332237	0.0332288	0.0332267	0.0332145	0.0332266	0.0332277	0.0332296	0.0332244	0.0332149	0.0332239	0.0332334	0.0332256	0.0332269	0.033254	0.03323	0.0332238	0.0332287	0.0332286	0.0332325	0.0332319	0.0332272	0.0332254	0.0332309	0.0332599	0.0332274	0.0332257	0.0332311	0.0332258	0.0332526	0.0332294	0.0332284	0.0332302	0.0332263	0.0332364	0.0332316	0.0332273	0.033231	0.0332302	0.0332509	0.0332291	0.0332243	0.0332263	0.0332295	0.0332079	0.0332308	0.0332285	0.0332296	0.0332327	0.033217	0.0332324	0.0332301	0.0332325	0.0332268	0.0332273	0.0332273	0.0332308	0.0332302	0.0332267	0.0332302	0.0332326	0.0332326	0.0332309	0.0332262	0.0332297	0.0332314	0.0332281	0.033232	0.0332301	0.0332366	0.0332271	0.0332304	0.0332276	0.0332314	0.0332536	0.0332254	0.0332225	0.0332243	0.0332232	0.0332064	0.0332248	0.0332306	0.033229	0.0332328	0.0332053	0.033232	0.0332288	0.0332255	0.0332273	0.0332083	0.0332327	0.0332323	0.0332299	
10	0.0332315	0.0332272	0.0332293	0.0332303	0.0332334	0.0332308	0.0332054	0.0332266	0.0332247	0.0332216	0.0332272	0.0332504	0.0332265	0.0332296	0.0332246	0.0332278	0.0332449	0.0332314	0.0332322	0.033226	0.0332245	0.0332102	0.03323	0.0332263	0.0332325	0.0332292	0.0332227	0.0332279	0.0332312	0.03323	0.0332288	0.0332011	0.0332295	0.0332312	0.0332301	0.033231	0.033208	0.0332299	0.0332328	0.0332267	0.0332239	0.0332485	0.0332236	0.0332263	0.0332238	0.0332347	0.0332183	0.0332247	0.0332288	0.0332334	0.0332306	0.033256	0.0332257	0.0332272	0.0332263	0.0332303	0.0332255	0.033225	0.0332236	0.0332288	0.0332267	0.0332144	0.0332266	0.0332277	0.0332296	0.0332244	0.0332148	0.0332239	0.0332334	0.0332256	0.0332269	0.0332543	0.03323	0.0332238	0.0332287	0.0332286	0.0332326	0.0332319	0.0332272	0.0332254	0.0332309	0.0332603	0.0332274	0.0332257	0.0332311	0.0332258	0.0332529	0.0332294	0.0332284	0.0332302	0.0332263	0.0332365	0.0332317	0.0332273	0.0332311	0.0332303	0.0332512	0.0332291	0.0332242	0.0332263	0.0332296	0.0332077	0.0332308	0.0332285	0.0332296	0.0332327	0.0332169	0.0332325	0.0332301	0.0332326	0.0332268	0.0332273	0.0332273	0.0332308	0.0332302	0.0332267	0.0332303	0.0332327	0.0332327	0.033231	0.0332261	0.0332297	0.0332315	0.0332281	0.0332321	0.0332302	0.0332367	0.0332271	0.0332304	0.0332277	0.0332314	0.0332539	0.0332254	0.0332225	0.0332243	0.0332231	0.0332062	0.0332248	0.0332306	0.033229	0.0332328	0.033205	0.033232	0.0332289	0.0332255	0.0332273	0.0332081	0.0332327	0.0332323	0.0332299	
