
1	0	0.00249576	0.00249476	0.00249521	0.00249491	0.00249049	0	0.00249388	0.00249074	0.00249045	0.00249107	0.00249379	0	0.00249647	0.00249626	0.00249379	0.00249661	0.00249558	0	0.00249514	0.00249305	0.00249351	0.00249202	0.00249043	0	
2	0	0.00249576	0.00249477	0.00249526	0.00249491	0.00249042	0	0.00249382	0.0024907	0.00249034	0.0024912	0.00249383	0	0.00249648	0.00249625	0.00249381	0.00249661	0.00249561	0	0.00249514	0.00249305	0.00249346	0.002492	0.00249049	0	
3	0	0.00249578	0.00249478	0.00249528	0.00249492	0.00249039	0	0.00249383	0.00249067	0.00249031	0.00249117	0.00249383	0	0.00249651	0.00249628	0.00249381	0.00249664	0.00249563	0	0.00249516	0.00249304	0.00249345	0.00249198	0.00249046	0	
4	0	0.0024958	0.00249479	0.00249529	0.00249493	0.00249035	0	0.00249383	0.00249064	0.00249027	0.00249115	0.00249383	0	0.00249654	0.0024963	0.00249381	0.00249667	0.00249565	0	0.00249517	0.00249304	0.00249345	0.00249196	0.00249043	0	
5	0	0.00249582	0.0024948	0.00249531	0.00249494	0.00249032	0	0.00249383	0.0024906	0.00249024	0.00249112	0.00249384	0	0.00249657	0.00249633	0.00249381	0.0024967	0.00249567	0	0.00249518	0.00249303	0.00249345	0.00249194	0.00249039	0	
6	0	0.00249584	0.00249481	0.00249532	0.00249495	0.00249028	0	0.00249383	0.00249057	0.0024902	0.0024911	0.00249384	0	0.00249659	0.00249635	0.00249381	0.00249673	0.00249569	0	0.0024952	0.00249302	0.00249344	0.00249192	0.00249036	0	
7	0	0.00249586	0.00249482	0.00249534	0.00249497	0.00249025	0	0.00249383	0.00249054	0.00249016	0.00249107	0.00249384	0	0.00249662	0.00249638	0.00249381	0.00249676	0.00249571	0	0.00249521	0.00249301	0.00249344	0.00249191	0.00249033	0	
8	0	0.00249588	0.00249483	0.00249536	0.00249498	0.00249021	0	0.00249383	0.00249051	0.00249013	0.00249104	0.00249384	0	0.00249665	0.00249641	0.00249381	0.00249679	0.00249573	0	0.00249523	0.00249301	0.00249344	0.00249189	0.00249029	0	
9	0	0.0024959	0.00249484	0.00249537	0.00249499	0.00249018	0	0.00249383	0.00249048	0.00249009	0.00249101	0.00249384	0	0.00249668	0.00249643	0.00249381	0.00249682	0.00249575	0	0.00249524	0.002493	0.00249343	0.00249187	0.00249026	0	
10	0	0.00249592	0.00249485	0.00249539	0.002495	0.00249014	0	0.00249383	0.00249044	0.00249005	0.00249099	0.00249384	0	0.00249671	0.00249646	0.00249381	0.00249685	0.00249577	0	0.00249526	0.00249299	0.00249343	0.00249185	0.00249022	0	
11	0	0.00249595	0.00249486	0.00249541	0.00249502	0.0024901	0	0.00249383	0.00249041	0.00249002	0.00249096	0.00249384	0	0.00249674	0.00249649	0.00249381	0.00249688	0.00249579	0	0.00249527	0.00249298	0.00249343	0.00249183	0.00249019	0	
12	0	0.00249597	0.00249487	0.00249542	0.00249503	0.00249007	0	0.00249383	0.00249037	0.00248998	0.00249093	0.00249384	0	0.00249677	0.00249651	0.00249381	0.00249691	0.00249581	0	0.00249529	0.00249297	0.00249342	0.00249181	0.00249015	0	
13	0	0.00249599	0.00249488	0.00249544	0.00249504	0.00249003	0	0.00249383	0.00249034	0.00248994	0.0024909	0.00249384	0	0.0024968	0.00249654	0.00249381	0.00249695	0.00249583	0	0.0024953	0.00249297	0.00249342	0.00249179	0.00249011	0	
14	0	0.00249601	0.0024949	0.00249546	0.00249505	0.00248999	0	0.00249383	0.00249031	0.0024899	0.00249087	0.00249384	0	0.00249683	0.00249657	0.00249381	0.00249698	0.00249585	0	0.00249532	0.00249296	0.00249341	0.00249177	0.00249008	0	
15	0	0.00249603	0.00249491	0.00249547	0.00249507	0.00248995	0	0.00249383	0.00249027	0.00248986	0.00249084	0.00249384	0	0.00249686	0.0024966	0.00249381	0.00249701	0.00249587	0	0.00249533	0.00249295	0.00249341	0.00249175	0.00249004	0	
16	0	0.00249606	0.00249492	0.00249549	0.00249508	0.00248991	0	0.00249383	0.00249024	0.00248982	0.00249081	0.00249384	0	0.00249689	0.00249663	0.00249381	0.00249704	0.00249589	0	0.00249535	0.00249294	0.00249341	0.00249173	0.00249	0	
