
1	0.0995933	0.0994146	0.0994111	0.0994202	0.0993842	0.099424	0.0994211	0.0994465	0.0994281	0.0994085	0.0994284	0.0994322	0.0994293	0.0994167	0.0996921	0.0994083	0.0994025	0.0994103	0.0994164	0.0993791	0.0993999	0.0993698	0.0994294	0.0994611	0.0994504	0.0994511	0.0994189	0.099439	0.0992892	0.0994321	0.099416	0.0994515	0.0994538	0.0994313	0.0994506	0.0994262	0.0994164	0.099429	0.0994109	0.0994256	0.0994358	0.0994223	0.0993737	0.0994608	0.0994358	0.0994405	0.0994208	0.0994523	0.0994293	0.0993896	0.0994142	0.0994131	0.0994066	0.0994487	0.0994485	0.0994495	0.099303	0.0994426	0.0994606	0.0994318	0.099434	0.0994325	0.0994233	0.0993959	0.0994329	0.0994416	0.0994288	0.0994126	0.0994276	0.0994277	
2	0.0995865	0.0994231	0.0994053	0.0994244	0.0993917	0.0994242	0.099416	0.0994363	0.0994146	0.0994137	0.0994358	0.099434	0.0994269	0.0994238	0.0996922	0.0994126	0.0993994	0.0994035	0.0994099	0.0993718	0.0994039	0.0993729	0.099433	0.099453	0.0994424	0.0994524	0.0994311	0.0994339	0.0992901	0.0994229	0.0994258	0.0994424	0.0994518	0.0994438	0.0994531	0.0994316	0.0994116	0.0994291	0.0994154	0.099419	0.0994322	0.0994271	0.0993801	0.0994487	0.0994466	0.099445	0.0994256	0.0994463	0.0994243	0.0993967	0.0994213	0.0994119	0.0994089	0.0994497	0.0994468	0.0994454	0.0993081	0.099448	0.0994572	0.0994408	0.0994274	0.0994251	0.0994211	0.0993848	0.0994436	0.0994374	0.0994208	0.0994178	0.0994312	0.0994307	
3	0.0995881	0.0994231	0.0994051	0.0994244	0.0993914	0.0994241	0.0994159	0.0994364	0.0994145	0.0994135	0.0994359	0.099434	0.0994269	0.0994238	0.0996948	0.0994125	0.0993991	0.0994032	0.0994097	0.0993712	0.0994036	0.0993724	0.0994331	0.0994532	0.0994425	0.0994527	0.0994311	0.099434	0.0992888	0.0994228	0.0994258	0.0994425	0.099452	0.0994439	0.0994534	0.0994317	0.0994114	0.0994292	0.0994153	0.099419	0.0994322	0.0994271	0.0993796	0.0994489	0.0994468	0.0994452	0.0994256	0.0994465	0.0994242	0.0993963	0.0994212	0.0994118	0.0994087	0.09945	0.099447	0.0994456	0.0993069	0.0994483	0.0994575	0.0994409	0.0994274	0.099425	0.0994211	0.0993843	0.0994437	0.0994375	0.0994207	0.0994177	0.0994312	0.0994308	
4	0.0995897	0.099423	0.0994049	0.0994244	0.099391	0.0994241	0.0994158	0.0994365	0.0994143	0.0994134	0.099436	0.0994341	0.0994269	0.0994238	0.0996975	0.0994123	0.0993988	0.099403	0.0994095	0.0993706	0.0994034	0.0993718	0.0994331	0.0994535	0.0994427	0.0994529	0.0994312	0.099434	0.0992874	0.0994228	0.0994258	0.0994427	0.0994523	0.0994441	0.0994536	0.0994317	0.0994113	0.0994292	0.0994152	0.0994189	0.0994323	0.0994271	0.0993791	0.0994491	0.099447	0.0994453	0.0994256	0.0994467	0.0994242	0.099396	0.0994212	0.0994116	0.0994085	0.0994502	0.0994472	0.0994457	0.0993057	0.0994485	0.0994578	0.0994411	0.0994274	0.099425	0.099421	0.0993839	0.0994439	0.0994376	0.0994206	0.0994176	0.0994313	0.0994308	
5	0.0995914	0.099423	0.0994047	0.0994243	0.0993906	0.0994241	0.0994157	0.0994366	0.0994142	0.0994133	0.0994361	0.0994342	0.0994269	0.0994237	0.0997003	0.0994122	0.0993986	0.0994027	0.0994093	0.0993701	0.0994032	0.0993713	0.0994332	0.0994537	0.0994428	0.0994532	0.0994312	0.0994341	0.0992859	0.0994227	0.0994257	0.0994428	0.0994525	0.0994443	0.0994539	0.0994318	0.0994111	0.0994292	0.0994151	0.0994188	0.0994323	0.0994271	0.0993786	0.0994493	0.0994472	0.0994455	0.0994256	0.0994469	0.0994242	0.0993957	0.0994211	0.0994114	0.0994084	0.0994504	0.0994474	0.0994459	0.0993045	0.0994487	0.0994581	0.0994412	0.0994274	0.099425	0.0994209	0.0993835	0.0994441	0.0994377	0.0994206	0.0994175	0.0994313	0.0994308	
6	0.099593	0.0994229	0.0994044	0.0994243	0.0993903	0.099424	0.0994156	0.0994367	0.0994141	0.0994131	0.0994362	0.0994342	0.0994269	0.0994237	0.099703	0.099412	0.0993983	0.0994025	0.0994091	0.0993695	0.0994029	0.0993707	0.0994332	0.099454	0.099443	0.0994534	0.0994312	0.0994342	0.0992845	0.0994227	0.0994257	0.099443	0.0994528	0.0994444	0.0994542	0.0994318	0.0994109	0.0994292	0.099415	0.0994187	0.0994324	0.0994271	0.0993781	0.0994496	0.0994474	0.0994457	0.0994256	0.0994471	0.0994241	0.0993954	0.099421	0.0994113	0.0994082	0.0994507	0.0994476	0.0994461	0.0993032	0.0994489	0.0994584	0.0994413	0.0994274	0.099425	0.0994209	0.099383	0.0994442	0.0994378	0.0994205	0.0994174	0.0994314	0.0994309	
7	0.0995947	0.0994229	0.0994042	0.0994243	0.0993899	0.099424	0.0994154	0.0994367	0.0994139	0.099413	0.0994363	0.0994343	0.0994269	0.0994237	0.0997058	0.0994119	0.099398	0.0994022	0.0994089	0.0993689	0.0994027	0.0993701	0.0994333	0.0994543	0.0994431	0.0994537	0.0994313	0.0994342	0.0992831	0.0994226	0.0994257	0.0994431	0.099453	0.0994446	0.0994544	0.0994319	0.0994108	0.0994292	0.0994148	0.0994186	0.0994324	0.0994271	0.0993776	0.0994498	0.0994476	0.0994459	0.0994255	0.0994473	0.0994241	0.0993951	0.099421	0.0994111	0.099408	0.0994509	0.0994478	0.0994463	0.099302	0.0994491	0.0994587	0.0994415	0.0994274	0.0994249	0.0994208	0.0993826	0.0994444	0.0994379	0.0994204	0.0994173	0.0994314	0.0994309	
8	0.0995964	0.0994228	0.0994039	0.0994242	0.0993895	0.099424	0.0994153	0.0994368	0.0994138	0.0994128	0.0994363	0.0994344	0.0994269	0.0994236	0.0997086	0.0994117	0.0993977	0.099402	0.0994087	0.0993683	0.0994024	0.0993695	0.0994333	0.0994546	0.0994433	0.099454	0.0994313	0.0994343	0.0992816	0.0994226	0.0994257	0.0994433	0.0994533	0.0994448	0.0994547	0.0994319	0.0994106	0.0994292	0.0994147	0.0994185	0.0994325	0.0994271	0.0993771	0.09945	0.0994478	0.0994461	0.0994255	0.0994475	0.0994241	0.0993947	0.0994209	0.0994109	0.0994078	0.0994511	0.099448	0.0994465	0.0993007	0.0994493	0.099459	0.0994416	0.0994274	0.0994249	0.0994207	0.0993821	0.0994446	0.099438	0.0994204	0.0994172	0.0994314	0.0994309	
9	0.0995981	0.0994228	0.0994037	0.0994242	0.0993891	0.0994239	0.0994152	0.0994369	0.0994136	0.0994127	0.0994364	0.0994344	0.0994269	0.0994236	0.0997115	0.0994115	0.0993974	0.0994017	0.0994086	0.0993677	0.0994022	0.099369	0.0994334	0.0994548	0.0994434	0.0994542	0.0994314	0.0994344	0.0992801	0.0994225	0.0994257	0.0994435	0.0994535	0.099445	0.099455	0.0994319	0.0994104	0.0994293	0.0994146	0.0994184	0.0994325	0.0994271	0.0993766	0.0994502	0.099448	0.0994463	0.0994255	0.0994477	0.099424	0.0993944	0.0994208	0.0994108	0.0994076	0.0994514	0.0994483	0.0994467	0.0992994	0.0994495	0.0994593	0.0994418	0.0994274	0.0994249	0.0994207	0.0993817	0.0994448	0.0994381	0.0994203	0.0994171	0.0994315	0.099431	
10	0.0995998	0.0994227	0.0994035	0.0994242	0.0993887	0.0994239	0.0994151	0.099437	0.0994135	0.0994125	0.0994365	0.0994345	0.0994269	0.0994235	0.0997144	0.0994114	0.0993971	0.0994014	0.0994084	0.0993671	0.0994019	0.0993684	0.0994335	0.0994551	0.0994436	0.0994545	0.0994314	0.0994344	0.0992786	0.0994225	0.0994256	0.0994436	0.0994538	0.0994451	0.0994553	0.099432	0.0994102	0.0994293	0.0994144	0.0994183	0.0994326	0.0994271	0.0993761	0.0994505	0.0994482	0.0994465	0.0994255	0.0994479	0.099424	0.0993941	0.0994208	0.0994106	0.0994074	0.0994516	0.0994485	0.0994469	0.0992981	0.0994498	0.0994597	0.0994419	0.0994274	0.0994248	0.0994206	0.0993812	0.0994449	0.0994382	0.0994202	0.099417	0.0994315	0.099431	
